marker,chr,pos,lod
c8.loc36,8,42.6,0.055764064129562
c8.loc37,8,43.6,0.0781050846147195
c8.loc38,8,44.6,0.104614498934666
c8.loc39,8,45.6,0.135287116515087
c8.loc40,8,46.6,0.170031523941475
c8.loc41,8,47.6,0.208618351452401
c8.loc42,8,48.6,0.250752021043013
c8.loc43,8,49.6,0.296046197560372
c8.loc44,8,50.6,0.34405244881026
c8.loc45,8,51.6,0.394283277222144
c8.loc46,8,52.6,0.4462352279063
c8.loc47,8,53.6,0.499409608399162
c8.loc48,8,54.6,0.553329252043739
c8.loc49,8,55.6,0.607550710037856
c8.loc50,8,56.6,0.661672024807956
c8.loc51,8,57.6,0.715336717562423
c8.loc52,8,58.6,0.768234828997208
D8Mit271,8,59.0000000004,0.789118704719215
c8.loc53,8,59.6,0.788837473566389
c8.loc54,8,60.6,0.78595728418378
c8.loc55,8,61.6,0.779814773110274
c8.loc56,8,62.6,0.77017948743935
c8.loc57,8,63.6,0.756882153564504
c8.loc58,8,64.6,0.739849413485047
c8.loc59,8,65.6,0.719105912354564
c8.loc60,8,66.6,0.694786543946236
c8.loc61,8,67.6,0.66714195728423
c8.loc62,8,68.6,0.636538254774791
c8.loc63,8,69.6,0.603449188349487
c8.loc64,8,70.6,0.568439342491729
c8.loc65,8,71.6,0.532132546858804
c8.loc66,8,72.6,0.495200435274398
c8.loc67,8,73.6,0.458282661501073
c8.loc68,8,74.6,0.421978985804969
D8Mit156,8,75.4000000005,0.393728456854831
D9Mit297,9,12,0.108382354817593
c9.loc1,9,13,0.100834631392786
c9.loc2,9,14,0.0932762412080024
c9.loc3,9,15,0.0857572703203004
c9.loc4,9,16,0.0783296151823833
c9.loc5,9,17,0.0710458414205277
c9.loc6,9,18,0.0639579100428023
c9.loc7,9,19,0.0571158278776238
c9.loc8,9,20,0.0505662940024649
c9.loc9,9,21,0.0443514231458266
c9.loc10,9,22,0.0385030744526489
c9.loc11,9,23,0.0330617799960464
c9.loc12,9,24,0.0280436473644841
D9Mit27,9,24.0000000001,0.0280436473645409
c9.loc13,9,25,0.0314885185274534
c9.loc14,9,26,0.0351513456320731
c9.loc15,9,27,0.0389984148010853
c9.loc16,9,28,0.043002815422426
c9.loc17,9,29,0.0471272775191096
c9.loc18,9,30,0.0513289561657189
c9.loc19,9,31,0.0555607567038123
c9.loc20,9,32,0.0597730029970762
c9.loc21,9,33,0.063915338985737
c9.loc22,9,34,0.0679387273404473
c9.loc23,9,35,0.071797396509055
c9.loc24,9,36,0.0754505900046638
c9.loc25,9,37,0.0788639891822527
c9.loc26,9,38,0.0820107114661823
c9.loc27,9,39,0.0848718276610612
c9.loc28,9,40,0.0874363907320799
D9Mit8,9,40.4000000002,0.0883781853331698
c9.loc29,9,41,0.0932397031311893
c9.loc30,9,42,0.101600180862931
c9.loc31,9,43,0.110195661387934
c9.loc32,9,44,0.118904115725627
c9.loc33,9,45,0.127595974411463
c9.loc34,9,46,0.136093980771818
c9.loc35,9,47,0.144239684440663
c9.loc36,9,48,0.151868083391832
c9.loc37,9,49,0.158825261657057
c9.loc38,9,50,0.164978039134155
c9.loc39,9,51,0.170222237006215
c9.loc40,9,52,0.174488616310498
c9.loc41,9,53,0.177745832615415
c9.loc42,9,54,0.179991926564014
c9.loc43,9,55,0.181288078337388
c9.loc44,9,56,0.181688906627471
D9Mit24,9,56.8000000003,0.181425109738655
c9.loc45,9,57,0.190326673265758
c9.loc46,9,58,0.239068817331884
c9.loc47,9,59,0.294381287002182
c9.loc48,9,60,0.354937081673313
c9.loc49,9,61,0.418549874467146
c9.loc50,9,62,0.482436509796514
c9.loc51,9,63,0.543617918565133
c9.loc52,9,64,0.599374247310834
c9.loc53,9,65,0.647586474846833
c9.loc54,9,66,0.686910489956745
c9.loc55,9,67,0.716801165378854
c9.loc56,9,68,0.737428835345042
D9Mit18,9,68.9000000004,0.748679593193572
D10Mit166,10,2.2,0.21605515894521
c10.loc1,10,3.2,0.224947960012457
c10.loc2,10,4.2,0.233245432234924
c10.loc3,10,5.2,0.240755085319165
c10.loc4,10,6.2,0.247303137431629
c10.loc5,10,7.2,0.252705548654149
c10.loc6,10,8.2,0.256831966798529
c10.loc7,10,9.2,0.259582818799117
c10.loc8,10,10.2,0.260903176485272
c10.loc9,10,11.2,0.260786352777302
c10.loc10,10,12.2,0.259274035910494
c10.loc11,10,13.2,0.256448144828596
c10.loc12,10,14.2,0.252445609597544
c10.loc13,10,15.2,0.24741220656631
D10Mit214,10,15.3000000001,0.246858713716676
c10.loc14,10,16.2,0.239433315168867
c10.loc15,10,17.2,0.230758466601685
c10.loc16,10,18.2,0.221651546195631
c10.loc17,10,19.2,0.212112881815131
c10.loc18,10,20.2,0.20216694468229
c10.loc19,10,21.2,0.191841790909223
c10.loc20,10,22.2,0.181174404731223
c10.loc21,10,23.2,0.17021117814204
c10.loc22,10,24.2,0.159008100104586
c10.loc23,10,25.2,0.147652730123298
c10.loc24,10,26.2,0.136179518313554
c10.loc25,10,27.2,0.124687347346537
c10.loc26,10,28.2,0.113263980855095
c10.loc27,10,29.2,0.10200156391852
c10.loc28,10,30.2,0.090994359047329
c10.loc29,10,31.2,0.0803361993437761
c10.loc30,10,32.2,0.0701177866488933
c10.loc31,10,33.2,0.0603986997288644
c10.loc32,10,34.2,0.0513104812075085
c10.loc33,10,35.2,0.0428892897829201
c10.loc34,10,36.2,0.0351882562358696
c10.loc35,10,37.2,0.028247029586737
c10.loc36,10,38.2,0.0220912027505733
c10.loc37,10,39.2,0.0167147420431775
c10.loc38,10,40.2,0.0121581688910055
c10.loc39,10,41.2,0.00837999960168645
c10.loc40,10,42.2,0.0053385157309549
c10.loc41,10,43.2,0.00304354313129807
c10.loc42,10,44.2,0.00142266916145672
c10.loc43,10,45.2,0.000425824178364564
c10.loc44,10,46.2,0.0000184317600542272
c10.loc45,10,47.2,0.000133348480744644
c10.loc46,10,48.2,0.000721423365803275
c10.loc47,10,49.2,0.00173223543129097
c10.loc48,10,50.2,0.00312060865002195
D10Mit11,10,50.3000000002,0.00327741746087895
c10.loc49,10,51.2,0.00195351819229472
c10.loc50,10,52.2,0.000856203219768759
c10.loc51,10,53.2,0.000191986958668622
c10.loc52,10,54.2,0.00000383791672220468
c10.loc53,10,55.2,0.000328278995652909
c10.loc54,10,56.2,0.00120449426981395
c10.loc55,10,57.2,0.00264549936349567
c10.loc56,10,58.2,0.00466286210422595
c10.loc57,10,59.2,0.00725294473676286
c10.loc58,10,60.2,0.0104128088162838
c10.loc59,10,61.2,0.0140898636075235
c10.loc60,10,62.2,0.0182514698173577
c10.loc61,10,63.2,0.0228454298290899
c10.loc62,10,64.2,0.0278116454915676
c10.loc63,10,65.2,0.0330847192365695
c10.loc64,10,66.2,0.0385966519954763
c10.loc65,10,67.2,0.0442794256766206
c10.loc66,10,68.2,0.0500672934838917
c10.loc67,10,69.2,0.0558986543191509
D10Mit14,10,69.9000000003,0.0599762124797394
c10.loc68,10,70.2,0.0626272956523053
c10.loc69,10,71.2,0.0711607531836194
c10.loc70,10,72.2,0.0786308131722535
c10.loc71,10,73.2,0.0843237082107748
c10.loc72,10,74.2,0.087766636083245
c10.loc73,10,75.2,0.0888476014621915
D10Mit297,10,75.4000000004,0.0887966540352636
D11Mit74,11,2.2,0.172625728108244
c11.loc1,11,3.2,0.170428065460783
c11.loc2,11,4.2,0.155881895644541
D11Mit2,11,4.4000000001,0.151749949479893
D11Mit78,11,4.4000000002,0.151749947833082
c11.loc3,11,5.2,0.0729759840801876
c11.loc4,11,6.2,0.0132183543095152
c11.loc5,11,7.2,0.0016959453690788
c11.loc6,11,8.2,0.0369064857135868
D11Mit79,11,8.7000000003,0.06970858581127
D11Mit80,11,8.7000000004,0.0697085859694084
c11.loc7,11,9.2,0.0856151751616494
c11.loc8,11,10.2,0.119951527056855
D11Mit82,11,10.9000000005,0.144471912435904
c11.loc9,11,11.2,0.157209545314515
c11.loc10,11,12.2,0.2007482656511
D11Mit163,11,13.1000000006,0.239557921892754
c11.loc11,11,13.2,0.241370287416999
c11.loc12,11,14.2,0.258664942250789
c11.loc13,11,15.2,0.274065602063274
c11.loc14,11,16.2,0.287119245626684
c11.loc15,11,17.2,0.29752440582331
D11Mit110,11,17.5000000007,0.300104281825497
D11Mit136,11,17.5000000008,0.300104281096594
c11.loc16,11,18.2,0.329553697507379
c11.loc17,11,19.2,0.371161848874863
D11Mit20,11,19.7000000009,0.3915129762064
c11.loc18,11,20.2,0.402726389517511
c11.loc19,11,21.2,0.41983166125874
c11.loc20,11,22.2,0.428131380600632
c11.loc21,11,23.2,0.426361650832064
c11.loc22,11,24.2,0.414497168773721
D11Mit310,11,25.100000001,0.396260486120525
c11.loc23,11,25.2,0.398869129728155
c11.loc24,11,26.2,0.42541479572742
c11.loc25,11,27.2,0.452582608324747
c11.loc26,11,28.2,0.480008689188992
c11.loc27,11,29.2,0.507256931748714
c11.loc28,11,30.2,0.533830406764821
c11.loc29,11,31.2,0.559196244491375
c11.loc30,11,32.2,0.582794410276335
c11.loc31,11,33.2,0.604087337163207
c11.loc32,11,34.2,0.622580063902546
c11.loc33,11,35.2,0.637852069702262
c11.loc34,11,36.2,0.649582482772303
c11.loc35,11,37.2,0.657568913878833
c11.loc36,11,38.2,0.661738406989912
c11.loc37,11,39.2,0.662149550474453
c11.loc38,11,40.2,0.658985394476019
c11.loc39,11,41.2,0.652535875348065
c11.loc40,11,42.2,0.643182838125938
c11.loc41,11,43.2,0.631356865283294
D11Mit35,11,43.7000000011,0.624660878382031
c11.loc42,11,44.2,0.613576259376714
c11.loc43,11,45.2,0.59063721705877
c11.loc44,11,46.2,0.566723486578951
c11.loc45,11,47.2,0.541912492560812
c11.loc46,11,48.2,0.516299913585783
c11.loc47,11,49.2,0.490000056396809
c11.loc48,11,50.2,0.463145658657538
c11.loc49,11,51.2,0.435886969499563
c11.loc50,11,52.2,0.40838997068721
c11.loc51,11,53.2,0.3808336394967
c11.loc52,11,54.2,0.353406221685532
c11.loc53,11,55.2,0.326300579296117
c11.loc54,11,56.2,0.299708796069638
c11.loc55,11,57.2,0.273816346616513
c11.loc56,11,58.2,0.24879623982855
c11.loc57,11,59.2,0.224803604956605
D11Mit67,11,60.1000000012,0.204198947653595
c11.loc58,11,60.2,0.202907747011011
c11.loc59,11,61.2,0.189575210544319
c11.loc60,11,62.2,0.175526223735631
c11.loc61,11,63.2,0.160854376495877
c11.loc62,11,64.2,0.145687991521754
c11.loc63,11,65.2,0.130204662106905
c11.loc64,11,66.2,0.114585951018114
c11.loc65,11,67.2,0.0990721899939899
c11.loc66,11,68.2,0.0839211698691429
c11.loc67,11,69.2,0.0694047312403541
c11.loc68,11,70.2,0.0557942734232029
c11.loc69,11,71.2,0.0433439951176524
c11.loc70,11,72.2,0.0322611635654653
c11.loc71,11,73.2,0.022746789587984
c11.loc72,11,74.2,0.0148931867549891
c11.loc73,11,75.2,0.00874704299206996
c11.loc74,11,76.2,0.00428829704503642
c11.loc75,11,77.2,0.00146095325368378
c11.loc76,11,78.2,0.000139302485536064
c11.loc77,11,79.2,0.000182644403480481
c11.loc78,11,80.2,0.00142630624429785
D11Mit48,11,80.9000000013,0.00292618726473393
D12Mit37,12,1.1,0.424916097762889
c12.loc1,12,2.1,0.403702794447952
c12.loc2,12,3.1,0.377833267905828
c12.loc3,12,4.1,0.347313250577486
c12.loc4,12,5.1,0.312549146931474
c12.loc5,12,6.1,0.274337381273654
c12.loc6,12,7.1,0.233944494821458
c12.loc7,12,8.1,0.192974591120844
c12.loc8,12,9.1,0.153207360916724
c12.loc9,12,10.1,0.11636583408341
c12.loc10,12,11.1,0.0838674950956033
c12.loc11,12,12.1,0.0566929537807823
c12.loc12,12,13.1,0.035225318505411
c12.loc13,12,14.1,0.0194001317327093
c12.loc14,12,15.1,0.00873954078838324
c12.loc15,12,16.1,0.00257246454157212
D12Mit110,12,16.4000000001,0.00148148500835532
c12.loc16,12,17.1,0.0014895637476684
c12.loc17,12,18.1,0.00148151640189553
c12.loc18,12,19.1,0.00144939134816013
c12.loc19,12,20.1,0.00139398645035271
c12.loc20,12,21.1,0.00131804632599142
c12.loc21,12,22.1,0.00122589532952588
D12Mit34,12,23.0000000002,0.00113353207058253
c12.loc22,12,23.1,0.00115138837747963
c12.loc23,12,24.1,0.00133911881340509
c12.loc24,12,25.1,0.00154260028659792
c12.loc25,12,26.1,0.00176730001527403
c12.loc26,12,27.1,0.00200014993794184
c12.loc27,12,28.1,0.00224198563267919
c12.loc28,12,29.1,0.00248878048836332
c12.loc29,12,30.1,0.00273601084666097
c12.loc30,12,31.1,0.00297889553974073
c12.loc31,12,32.1,0.00321267489204047
c12.loc32,12,33.1,0.00343290339077384
c12.loc33,12,34.1,0.00363572628555175
c12.loc34,12,35.1,0.00381810950113959
c12.loc35,12,36.1,0.00397799524614584
c12.loc36,12,37.1,0.0041143630901388
c12.loc37,12,38.1,0.00422718827439894
c12.loc38,12,39.1,0.00431730505903261
c12.loc39,12,40.1,0.00438549756768225
D12Mit118,12,40.4000000003,0.00440259181300462
c12.loc40,12,41.1,0.00479106519082961
c12.loc41,12,42.1,0.00537504640959696
c12.loc42,12,43.1,0.0059862669097015
c12.loc43,12,44.1,0.00661981617713536
c12.loc44,12,45.1,0.00726891764662696
c12.loc45,12,46.1,0.00792600860120274
c12.loc46,12,47.1,0.0085830179733648
c12.loc47,12,48.1,0.00923169166162552
c12.loc48,12,49.1,0.00986394184729988
c12.loc49,12,50.1,0.0104721929252491
c12.loc50,12,51.1,0.0110496952823951
c12.loc51,12,52.1,0.0115907799284969
c12.loc52,12,53.1,0.0120910323369117
c12.loc53,12,54.1,0.0125473729498253
c12.loc54,12,55.1,0.0129577874721463
c12.loc55,12,56.1,0.0133225006850921
D12Mit20,12,56.8000000004,0.0135504190030815
D13Mit16,13,5.7,0.0867168623840371
c13.loc1,13,6.7,0.0600615636418524
c13.loc2,13,7.7,0.0331875840258817
D13Mit59,13,7.7000000001,0.0331875840234375
c13.loc3,13,8.7,0.0336700607788885
c13.loc4,13,9.7,0.0338609565335446
c13.loc5,13,10.7,0.0337141218157058
c13.loc6,13,11.7,0.0332205789084128
c13.loc7,13,12.7,0.0323879428918303
c13.loc8,13,13.7,0.0312453201723315
c13.loc9,13,14.7,0.0298399416124084
c13.loc10,13,15.7,0.0282278668066738
D13Mit91,13,16.4000000002,0.027017542458168
c13.loc11,13,16.7,0.0252026984479699
c13.loc12,13,17.7,0.0193078316756328
c13.loc13,13,18.7,0.0137789561052273
c13.loc14,13,19.7,0.00883399048962019
c13.loc15,13,20.7,0.00472575145835208
c13.loc16,13,21.7,0.0017265860415705
c13.loc17,13,22.7,0.000158498338862501
c13.loc18,13,23.7,0.000285526633888367
c13.loc19,13,24.7,0.00239943997922865
c13.loc20,13,25.7,0.00663886563978622
c13.loc21,13,26.7,0.0131778113770338
c13.loc22,13,27.7,0.0219362036012853
c13.loc23,13,28.7,0.0327209465947362
c13.loc24,13,29.7,0.0452549697025688
c13.loc25,13,30.7,0.0591386369705447
c13.loc26,13,31.7,0.0739105557782977
c13.loc27,13,32.7,0.0890934327060791
c13.loc28,13,33.7,0.104237515689476
c13.loc29,13,34.7,0.118954662920032
c13.loc30,13,35.7,0.132939082185658
c13.loc31,13,36.7,0.1459636271249
c13.loc32,13,37.7,0.157924597637532
c13.loc33,13,38.7,0.168741469557915
c13.loc34,13,39.7,0.178412443445666
D13Mit148,13,40.4000000003,0.184526106425778
c13.loc35,13,40.7,0.186516152869387
c13.loc36,13,41.7,0.193210838032144
c13.loc37,13,42.7,0.199989939212799
c13.loc38,13,43.7,0.206840463106516
c13.loc39,13,44.7,0.213749181000026
c13.loc40,13,45.7,0.220702771517324
c13.loc41,13,46.7,0.227687956492218
c13.loc42,13,47.7,0.234691627040377
c13.loc43,13,48.7,0.241700957683236
c13.loc44,13,49.7,0.248703507073344
c13.loc45,13,50.7,0.255687304569506
c13.loc46,13,51.7,0.262640922427693
c13.loc47,13,52.7,0.26955353387774
c13.loc48,13,53.7,0.276414957661416
c13.loc49,13,54.7,0.283215689897418
c13.loc50,13,55.7,0.289946924281253
c13.loc51,13,56.7,0.296600561749301
c13.loc52,13,57.7,0.303169210774286
c13.loc53,13,58.7,0.30964617948905
D13Mit78,13,59.0000000004,0.311570476803922
D14Mit48,14,0,0.0837480678385418
c14.loc1,14,1,0.0837209219435522
c14.loc2,14,2,0.0836899484285709
c14.loc3,14,3,0.0836565140882612
c14.loc4,14,4,0.0835964626360806
c14.loc5,14,5,0.0835702023696854
c14.loc6,14,6,0.0835412737467891
c14.loc7,14,7,0.0835108434758354
c14.loc8,14,8,0.0834626928296416
c14.loc9,14,9,0.0834387731583206
c14.loc10,14,10,0.083412805149635
c14.loc11,14,11,0.0833858634624107
c14.loc12,14,12,0.0833587328064027
c14.loc13,14,13,0.0833257664663734
c14.loc14,14,14,0.0833029881116545
c14.loc15,14,15,0.0832794648347885
c14.loc16,14,16,0.0832559733273115
D14Mit14,14,16.4000000001,0.0832467007431319
c14.loc17,14,17,0.0763669073145934
c14.loc18,14,18,0.0651738605759533
c14.loc19,14,19,0.0544388550344479
c14.loc20,14,20,0.0443017946871009
c14.loc21,14,21,0.0349052253118316
c14.loc22,14,22,0.0263896966397397
c14.loc23,14,23,0.0188884323877119
c14.loc24,14,24,0.0125216299525732
c14.loc25,14,25,0.00738217976908118
c14.loc26,14,26,0.00356954391554609
c14.loc27,14,27,0.00111956500381893
c14.loc28,14,28,0.000051399660151219
c14.loc29,14,29,0.000352656284803743
c14.loc30,14,30,0.00199228793275097
c14.loc31,14,31,0.00489423845283454
c14.loc32,14,32,0.00897307164825634
c14.loc33,14,33,0.0141221385089807
c14.loc34,14,34,0.0202222981147884
c14.loc35,14,35,0.027147212967634
c14.loc36,14,36,0.0347682689081807
D14Mit37,14,36.1000000002,0.0355637495957808
c14.loc37,14,37,0.039326271569962
c14.loc38,14,38,0.0437488736611726
c14.loc39,14,39,0.0483897540827343
c14.loc40,14,40,0.0532204907368055
c14.loc41,14,41,0.058201334531077
c14.loc42,14,42,0.0632864160072586
c14.loc43,14,43,0.0684249288470369
c14.loc44,14,44,0.0735626638047506
c14.loc45,14,45,0.0786438140121959
c14.loc46,14,46,0.0836129451726038
c14.loc47,14,47,0.0884170048634019
c14.loc48,14,48,0.0930072359533938
c14.loc49,14,49,0.0973408616599727
c14.loc50,14,50,0.101382424760573
c14.loc51,14,51,0.105104691296674
c14.loc52,14,52,0.108489068624749
D14Mit7,14,52.5000000003,0.110051093715356
c14.loc53,14,53,0.107390988686859
c14.loc54,14,54,0.101892649066485
c14.loc55,14,55,0.0961828919315622
c14.loc56,14,56,0.0902988165179863
c14.loc57,14,57,0.0842837174975557
c14.loc58,14,58,0.0781862757640397
c14.loc59,14,59,0.0720593863862291
c14.loc60,14,60,0.0659586619902939
c14.loc61,14,61,0.0599406855812958
c14.loc62,14,62,0.0540611183955662
c14.loc63,14,63,0.0483727910162202
c14.loc64,14,64,0.0429239154356651
c14.loc65,14,65,0.0377565492798908
c14.loc66,14,66,0.0329054207118702
c14.loc67,14,67,0.0283941518577535
D14Mit266,14,67.8000000004,0.0250483434846274
D15Mit11,15,5.5,1.07437461376577
D15Mit175,15,5.5000000001,1.07437461365379
c15.loc1,15,6.5,0.935864851665769
c15.loc2,15,7.5,0.781239178329201
D15Mit53,15,7.7000000002,0.749107833826145
c15.loc3,15,8.5,0.832127277825236
c15.loc4,15,9.5,0.936866350645516
c15.loc5,15,10.5,1.04038879666894
c15.loc6,15,11.5,1.1405931281094
c15.loc7,15,12.5,1.23582592585672
D15Mit111,15,13.1000000003,1.29005377276974
c15.loc8,15,13.5,1.30931952552265
c15.loc9,15,14.5,1.34646717687809
c15.loc10,15,15.5,1.36722753258772
D15Mit56,15,16.4000000004,1.37178694904287
D15Mit22,15,16.4000000005,1.37178694942014
c15.loc11,15,16.5,1.42430827387227
c15.loc12,15,17.5,1.71293221949719
D15Mit206,15,17.5000000006,1.71293221945803
D15Mit152,15,17.5000000007,1.71293222159414
c15.loc13,15,18.5,1.73141222675872
c15.loc14,15,19.5,1.73836182999577
c15.loc15,15,20.5,1.73214246222301
c15.loc16,15,21.5,1.71145526130198
c15.loc17,15,22.5,1.6754329105305
c15.loc18,15,23.5,1.62373552885902
c15.loc19,15,24.5,1.55666751534744
c15.loc20,15,25.5,1.47531552215941
c15.loc21,15,26.5,1.38167425651926
c15.loc22,15,27.5,1.27867951944711
c15.loc23,15,28.5,1.17003979647376
c15.loc24,15,29.5,1.05981220875651
D15Mit156,15,29.5000000008,1.05981220866897
c15.loc25,15,30.5,1.06301579714955
c15.loc26,15,31.5,1.06496223394652
c15.loc27,15,32.5,1.06552227183602
c15.loc28,15,33.5,1.06457244969931
c15.loc29,15,34.5,1.06199184942892
c15.loc30,15,35.5,1.05767191569862
c15.loc31,15,36.5,1.05151567289084
c15.loc32,15,37.5,1.04344153576466
c15.loc33,15,38.5,1.03338914951701
c15.loc34,15,39.5,1.02131192241495
c15.loc35,15,40.5,1.00719324007957
c15.loc36,15,41.5,0.991040588627413
c15.loc37,15,42.5,0.972889226432926
c15.loc38,15,43.5,0.952803467924696
c15.loc39,15,44.5,0.930877283358484
c15.loc40,15,45.5,0.907234073560232
c15.loc41,15,46.5,0.882025485004192
c15.loc42,15,47.5,0.855429156426112
c15.loc43,15,48.5,0.827645339576691
c15.loc44,15,49.5,0.798889383881544
c15.loc45,15,50.5,0.769399550269497
c15.loc46,15,51.5,0.739408884919897
c15.loc47,15,52.5,0.709154791760227
c15.loc48,15,53.5,0.678868073619753
c15.loc49,15,54.5,0.648765311945624
c15.loc50,15,55.5,0.619050785349486
D15Mit108,15,55.7000000009,0.613170167004853
c15.loc51,15,56.5,0.664303427824791
c15.loc52,15,57.5,0.726624932475829
c15.loc53,15,58.5,0.785206181184947
c15.loc54,15,59.5,0.83813843579793
c15.loc55,15,60.5,0.883822064188109
c15.loc56,15,61.5,0.921010654534996
c15.loc57,15,62.5,0.948822679436319
D15Mit79,15,63.400000001,0.96541721018815
D16Mit32,16,0,0.027147405646474
c16.loc1,16,1,0.02038066465866
c16.loc2,16,2,0.0142286886238594
c16.loc3,16,3,0.0088957203594191
c16.loc4,16,4,0.00460711765310862
c16.loc5,16,5,0.00160124410643903
c16.loc6,16,6,0.00011449580495082
c16.loc7,16,7,0.000369278838263654
c16.loc8,16,8,0.00258472856734215
c16.loc9,16,9,0.00693354047740513
c16.loc10,16,10,0.0134901682205282
c16.loc11,16,11,0.0222433785298222
c16.loc12,16,12,0.0331207496724346
c16.loc13,16,13,0.0459750366608773
c16.loc14,16,14,0.0604999863809894
c16.loc15,16,15,0.0764001940598291
c16.loc16,16,16,0.0933243421141015
c16.loc17,16,17,0.110911597702909
c16.loc18,16,18,0.128814292168727
c16.loc19,16,19,0.146699029541139
c16.loc20,16,20,0.164330747678093
c16.loc21,16,21,0.18145846069342
c16.loc22,16,22,0.197905160331857
c16.loc23,16,23,0.213541398958967
c16.loc24,16,24,0.228277186373475
c16.loc25,16,25,0.242071331744114
D16Mit4,16,25.1000000001,0.24339752856298
c16.loc26,16,26,0.24319397039983
c16.loc27,16,27,0.242749101524566
c16.loc28,16,28,0.242069727784326
c16.loc29,16,29,0.241152952898915
c16.loc30,16,30,0.239997547008613
c16.loc31,16,31,0.238604005347611
D16Mit171,16,31.7000000002,0.237487975020031
c16.loc32,16,32,0.226377968619374
D16Mit5,16,32.8000000003,0.191083502389461
c16.loc33,16,33,0.193566529773136
c16.loc34,16,34,0.206170668094899
c16.loc35,16,35,0.219032572931383
c16.loc36,16,36,0.232034318658805
c16.loc37,16,37,0.245067412653952
c16.loc38,16,38,0.258008945844722
c16.loc39,16,39,0.270731086171907
c16.loc40,16,40,0.283105058213437
c16.loc41,16,41,0.295005279445888
c16.loc42,16,42,0.306313394150379
c16.loc43,16,43,0.316921970702424
c16.loc44,16,44,0.326737670229022
c16.loc45,16,45,0.335683744980713
c16.loc46,16,46,0.34370177592541
c16.loc47,16,47,0.350752607112383
c16.loc48,16,48,0.356816478061603
c16.loc49,16,49,0.361892395597181
c16.loc50,16,50,0.365996824093145
c16.loc51,16,51,0.369161807592207
D16Mit70,16,51.4000000004,0.370174519711782
D16Mit106,16,51.4000000005,0.370174519545401
D17Mit164,17,1.1,0.151162082424207
D17Mit143,17,1.1000000001,0.151162082558585
D17Mit57,17,1.1000000002,0.151162081102939
c17.loc1,17,2.1,0.108118970953569
D17Mit113,17,2.2000000003,0.103030270967054
c17.loc2,17,3.1,0.187405194056112
D17Mit131,17,3.3000000004,0.207139463642363
D17Mit46,17,3.3000000005,0.207139464324428
c17.loc3,17,4.1,0.126162790692604
c17.loc4,17,5.1,0.0475957760469896
D17Mit45,17,5.5000000006,0.026457835598535
c17.loc5,17,6.1,0.0260182244162479
D17Mit23,17,6.6000000007,0.0256552695212804
c17.loc6,17,7.1,0.0160939997484775
c17.loc7,17,8.1,0.00336587334982141
c17.loc8,17,9.1,0.000143268570468535
c17.loc9,17,10.1,0.00651766156522626
D17Mit11,17,10.9000000008,0.0178015780011833
c17.loc10,17,11.1,0.0166281008508804
c17.loc11,17,12.1,0.0112834597015876
c17.loc12,17,13.1,0.00688082445060445
c17.loc13,17,14.1,0.00350736766807813
c17.loc14,17,15.1,0.00123511685876565
c17.loc15,17,16.1,0.000117235145012273
c17.loc16,17,17.1,0.00018516579172001
c17.loc17,17,18.1,0.00144694024612591
c17.loc18,17,19.1,0.00388680989681234
D17Mit10,17,19.7000000009,0.00590106771204546
c17.loc19,17,20.1,0.00501397655483515
c17.loc20,17,21.1,0.00305035515418695
c17.loc21,17,22.1,0.00151346579411893
c17.loc22,17,23.1,0.000480248972962727
c17.loc23,17,24.1,0.0000191588752045391
c17.loc24,17,25.1,0.000184197326746016
c17.loc25,17,26.1,0.00100974407973808
c17.loc26,17,27.1,0.00251313056986646
c17.loc27,17,28.1,0.00467295510520671
c17.loc28,17,29.1,0.00745086412865703
c17.loc29,17,30.1,0.0107832244197539
c17.loc30,17,31.1,0.0145885165876507
c17.loc31,17,32.1,0.0187737475620224
c17.loc32,17,33.1,0.0232412175545846
D17Mit53,17,33.900000001,0.0269535682372748
c17.loc33,17,34.1,0.0278843894966485
c17.loc34,17,35.1,0.0328359537053871
c17.loc35,17,36.1,0.0382740158275396
c17.loc36,17,37.1,0.0441772854606484
c17.loc37,17,38.1,0.0504976713723408
c17.loc38,17,39.1,0.0571764014656537
c17.loc39,17,40.1,0.0641363054784847
c17.loc40,17,41.1,0.0712865618608021
c17.loc41,17,42.1,0.0785268395933372
c17.loc42,17,43.1,0.085752348844494
c17.loc43,17,44.1,0.0928592521941596
c17.loc44,17,45.1,0.0997498549452303
c17.loc45,17,46.1,0.106337059538191
c17.loc46,17,47.1,0.112547710550018
c17.loc47,17,48.1,0.118324637218507
c17.loc48,17,49.1,0.12362738347764
c17.loc49,17,50.1,0.128431771287637
D17Mit221,17,50.3000000011,0.129331789779599
D18Mit67,18,2.2,0.12428950727093
c18.loc1,18,3.2,0.156033297841475
c18.loc2,18,4.2,0.192084422408641
c18.loc3,18,5.2,0.231566715735084
c18.loc4,18,6.2,0.273074114958092
c18.loc5,18,7.2,0.314720250397613
c18.loc6,18,8.2,0.35447727201381
c18.loc7,18,9.2,0.390464541885706
c18.loc8,18,10.2,0.421228425933123
c18.loc9,18,11.2,0.445894489130467
c18.loc10,18,12.2,0.464184442888438
c18.loc11,18,13.2,0.476352540067012
c18.loc12,18,14.2,0.483007344861562
D18Mit17,18,14.2000000001,0.483007344862244
c18.loc13,18,15.2,0.447563105645315
c18.loc14,18,16.2,0.406344329141348
c18.loc15,18,17.2,0.360027399343835
c18.loc16,18,18.2,0.3099055931728
